214+Prognosis in HIV Associated Malignancies+Steven Oppenheim MD,,,,,,,,
Prognosis,,,,,,,,
215+Opioid Poorly Responsive Cancer Pain+Tamara Sacks MD,David E Weissman MD,and Robert Arnold MD,,,,,,
Pain (all)+Opioids Advanced,,,,,,,,
216+Asking about Cultural Beliefs in Palliative Care+Hillary Lum MD,PhD and Robert Arnold MD,,,,,,,
Culture/Spiritual/Grief,,,,,,,,
217+Restless Leg Syndrome+Jennifer Johnson MD,PhD and Robert Arnold MD,,,,,,,
Non-Pain Symptoms,,,,,,,,
218+Managing Wound Odor+Bansari Patel APN and Deon Cox-Hayley DO,,,,,,,,
Non-Pain Symptoms,,,,,,,,
219+Responding to Requests for Non-Disclosure of Medical Information+Elizabeth Chaitin DHCE and Drew A Rosielle MD,,,,,,,,
Communication - Advanced,,,,,,,,
220+Hypodermoclysis+Arif H Kamal MD and Eduardo Bruera MD,,,,,,,,
,,,,,,,,
221+Treatment of Pain in Patients Taking Buprenorphine for Opioid Addiction+Julie W Childers MD and Robert Arnold MD,,,,,,,,
Pain (all),,,,,,,,
222+Preparing for the Family Meeting+David E. Weissman,MD,Timorthy E. Quill,MD,and Robert M. Arnold,MD,,,
Communication - Advanced,,,,,,,,
223+The Family Meeting: Starting the Conversation+David E Weissman MD,Timothy Quill MD,and Robert M Arnold MD,,,,,,
Communication - Advanced,,,,,,,,
224+Responding to Emotion in Family Meetings+David E Weissman MD,Timothy E Quill MD,and Robert M Arnold MD,,,,,,
Communication - Advanced,,,,,,,,
225+The Family Meeting: Causes of Conflict+David E Weissman MD,Timothy E Quill MD,and Robert M Arnold MD,,,,,,
Communication - Advanced,,,,,,,,
226+Helping Surrogates Make Decisions+David E Weissman MD,Timothy E Quill MD,and Robert M Arnold MD,,,,,,
Communication - Advanced,,,,,,,,
227+The Family Meeting: End of Life Goal Setting and Future Planning+David E Weissman MD,Timothy E Quill MD,and Robert M Arnold MD,,,,,,
Communication - Advanced,,,,,,,,
228+Tapentadol+Rohtesh S Mehta MD,MPH and Robert M Arnold MD,,,,,,,
Pain (all),,,,,,,,
229+Seizure Management in the Dying Patient+Jennifer Connelly MD and David E Weissman MD,,,,,,,,
Misc Syndromes,,,,,,,,
230+ Using Non-Invasive Ventilation at the End of Life+Mei-Ean Yeow MD,Rohtesh S Mehta MD MPH,Douglas B White MD,MAS,and Eytan Szmuilowicz MD,,,,
,,,,,,,,
231+ Practical Aspects of Using NPPV at the End of Life+Mei-Ean Yeow MD and Eytan Szmuilowicz MD,,,,,,,,
,,,,,,,,
232+Family Presence During Resuscitation+Ciaran Bradley MD,MA,Melech Lensky BCC,JD,and Karen Brasel MD,MPH,,,
Ethics,,,,,,,,
233+Implementation of a Family Presence During Resuscitation Protocol+Ciaran Bradley MD,MA,Melech Lensky BCC,JD,and Karen Brasel MD,MPH,,,
Ethics,,,,,,,,
234+Prognosis of Anoxic-Ischemic Encephalopathy+James Fausto,MD,,,,,,,
Prognosis,,,,,,,,
235+Prognostic Models in Critically Ill Adults+Rene Claxton MD,Derek Angus MD,and Robert Arnold MD,,,,,,
Prognosis,,,,,,,,
236+Pharmacologic Treatment of Acute Venous Thromboembolism in Patients with Advanced Cancer+Rene Claxton MD and Robert Arnold MD,,,,,,,,
Misc Syndromes,,,,,,,,
237+Evaluation of Spinal Cord Compression+Rohtesh S Mehta MD,MPH and Robert Arnold MD,,,,,,,
Misc Syndromes,,,,,,,,
238+Management of Spinal Cord Compression+Rohtesh S Mehta MD,MPH and Robert Arnold MD,,,,,,,
Misc Syndromes,,,,,,,,
239+Prognostication in Severe Traumatic Brain Injury in Adults+Stacy M Kessler MD and Keith M Swetz MD,,,,,,,,
Prognosis,,,,,,,,
240+Levorphanol+Jane E Loitman MD,,,,,,,,
Pain (all)+Opioids Advanced,,,,,,,,
241+Improving Communication When Hearing Loss is Present+Priscilla Bade MD,,,,,,,,
Communication - Basic,,,,,,,,
242+Organ Donation after Cardiac Death+Dana Lustbader MD,FCCM,FCCP and Michael J Goldstein MD,,,,,,
Ethics,,,,,,,,
243+Palliative Care for Patients with Down Syndrome+Jane E Loitman MD and Gail Gazelle MD,,,,,,,,
Special Conditions,,,,,,,,
244+Screening for Opioid Misuse and Abuse+Rene Claxton MD and Robert Arnold MD,,,,,,,,
Pain (all)+Opioids Advanced,,,,,,,,
245+Addressing Medical-Legal Suffering for Patients with Advanced Illness+Lynn Hallarman MD and Denise Snow JD,RN,,,,,,,
Palliative Care Practice,,,,,,,,
246+Emergency Department Management of Hospice Patients+Sangeeta Lamba MD,Tammie E Quest MD,David E Weissman MD,,,,,,
Hospice,,,,,,,,
247+Initiating a Hospice Referral from the Emergency Department+Sangeeta Lamba MD,Tammie E Quest MD,David E Weissman MD,,,,,,
Hospice,,,,,,,,
248+Counseling Patients on Side Effects and Driving When Starting Opioids+Randall E Schisler MD,Hunter Groninger MD,and Drew A Rosielle MD,,,,,,
Pain (all),,,,,,,,
249+Topical Nonsteroidal Anti-Inflammatory Drugs+Sarah Merriam MD and Rene Claxton MD,,,,,,,,
Pain (all),,,,,,,,
250+Tracheostomy Care+Affiliations: University of Pennsylvania School of Medicine,Philadelphia,PA.,,,,,,
Non-Pain Symptoms,,,,,,,,
251+Carotid Blowout Management+Elliott Kozin MD,Jennifer Kapo MD,Joseph Straton MD,and Drew A Rosielle MD,,,,,
Misc Syndromes,,,,,,,,
252+Borderline Personality Disorder in Palliative Care+Laura McLafferty MD and Julie W Childers MD,,,,,,,,
Misc Syndromes,,,,,,,,
253+Palliative Care Consultation in the ICU+Margaret L Campbell PhD,RN,David E Weissman MD,and Judy E Nelson MD,JD,,,,
Palliative Care Practice,,,,,,,,
254+Complicated Grief 2nd ed+Rene Claxton MD and Charles F Reynolds III,MD,,,,,,,
Culture/Spiritual/Grief,,,,,,,,
255+Topical Capsaicin for Neuropathic Pain+Hunter Groninger MD and Randall E Schisler MD,,,,,,,,
Pain (all),,,,,,,,
256+Fever Near the End of Life+Mallory Strickland BS and Erica Stovsky MD,,,,,,,,
,,,,,,,,
257+Use of Rectal Meds for Palliative Care Patients+Renato V Samala MD and Mellar P Davis MD,,,,,,,,
Non-Pain Symptoms,,,,,,,,
258+Diabetes Management at the End-of-Life+Elizabeth Jeffreys MD and Drew A Rosielle MD,,,,,,,,
,,,,,,,,
259+Modafinil+Jennifer Cheng MD and Hunter Groninger MD,,,,,,,,
,,,,,,,,
260+Opioid Use in Liver Failure+Carlene Oliverio PharmD,BCPS,Natalie Malone PharmD,Drew A Rosielle MD,,,,,
Pain (all)+Opioids Advanced,,,,,,,,
261+Hot Flashes in Palliative Care - Part 1+Carolyn Lefkowits MD and Robert Arnold MD,,,,,,,,
Non-Pain Symptoms,,,,,,,,
262+Hot Flashes in Palliative Care - Part 2+Carolyn Lefkowits MD and Robert Arnold MD,,,,,,,,
Non-Pain Symptoms,,,,,,,,
263+Hot Flashes in Palliative Care - Part 3+Carolyn Lefkowits,MD and Robert Arnold,MD,,,,,,
Non-Pain Symptoms,,,,,,,,
264+Prostacyclin Withdrawal in Pulmonary Hypertension+Christi Bartlett MD and Lindy Landzaat DO in cooperation with the COPE Collaborative*,,,,,,,,
Misc Syndromes,,,,,,,,
265+Palliative Care for Patients with Cystic Fibrosis+Juvianee Estrada-Veras MD and Hunter Groninger MD,,,,,,,,
Special Conditions,,,,,,,,
266+Consultation Etiquette in Palliative Care +Charles F von Gunten MD,PhD and David E Weissman MD,,,,,,,
Palliative Care Practice,,,,,,,,
267+Writing the Consultation Note+Charles F von Gunten MD,PhD and David E Weissman MD,,,,,,,
Palliative Care Practice,,,,,,,,
268+Low-Dose Buprenorphine Patch for Pain+Julie W Childers MD and Robert Arnold MD,,,,,,,,
Pain (all)+Opioids Advanced,,,,,,,,
269+Deactivation of a Left Ventricular Assist Device at the End of Life+Ellin F Gafford MD,Angela J Luckhardt RN,CNS,and Keith M Swetz MD,MA,,,,
,,,,,,,,
270+Pain in Sickle Cell Disease+Caterina P Minniti MD,Kit Lu MD,Hunter Groninger MD,,,,,,
Pain (all),,,,,,,,
271+Anti-Epileptic Drugs for Pain+Seth Hepner and Rene Claxton MD,,,,,,,,
Pain (all),,,,,,,,
272+Postherpetic Neuralgia+Shannon Ryan-Cebula MD and Hunter Groninger MD,,,,,,,,
Pain (all),,,,,,,,
273+Treating Depression after Heart Transplantation+Kaarin Michaelsen, PhD and Robert M. Arnold, MD,,,,,,
Non-Pain Symptoms,,,,,,,,
274+The FICA Spiritual History Tool+Christina M. Puchalski, MD,,,,,,,
Culture/Spiritual/Grief,,,,,,,,
275+End-of-Life and Advance Care Planning Considerations for Lesbian, Gay, Bisexual, and Transgender Patients+Andrew Lawton, MD, Jocelyn White, MD, and Erik K. Fromme, MD
Communication - Advanced,,,,,,,,
276+Targeted Cancer Therapies, Part 1+Helen Gharwan, MD, Dr Sci and Hunter Groninger, MD,,,,
Misc Interventions,,,,,,,,
277+Targeted Cancer Therapies, Part 2+Shannon Ryan-Cebula MD and Hunter Groninger MD,,,,,,,
Misc Interventions,,,,,,,,
278+Warfarin and Palliative Care+Charles F. von Gunten, MD, PhD, David E. Weissman, MD, and Janet Abrahm, MD,,
Misc Interventions,,,,,,,,
279+Cannabis for Symptom Control+Shannon Ryan-Cebula MD and Hunter Groninger MD,,,,,,,,
Pain (all),Non-Pain Symptoms,,,,,,,
